,employer,chill_app,time_chill,work_app,time_work,timestamp,coef
1865,Shirley Murphree,Яндекс.Музыка,7.7,PyCharm,2.3,16-07-2022,2.0
1840,Robert Locke,Twitch,6.1,PyCharm,3.9,16-07-2022,0.5
2608,Florence Smith,Twitch,2.6,Git,7.4,16-07-2022,2.5
1713,Irene Semmes,YouTube,9.0,PyCharm,1.0,16-07-2022,1.0
730,Brent Degan,YouTube,3.3,PyCharm,6.7,16-07-2022,0.5
1505,Linda Valdez,Twitch,2.8,PyCharm,7.2,17-07-2022,0.5
844,Lacie Jennings,Яндекс.Музыка,3.9,Teams,6.1,17-07-2022,2.0
201,Yvette Dugas,Twitch,2.8,PgAdmin4,7.2,17-07-2022,0.5
1740,Charles Brown,Яндекс.Музыка,3.9,Git,6.1,17-07-2022,0.5
1080,William Diaz,Яндекс.Музыка,2.7,Teams,7.3,17-07-2022,0.0
2583,Florence Smith,Twitch,2.9,PyCharm,7.1,17-07-2022,1.0
2665,Jimmy Williamson,Twitch,2.2,Git,7.8,17-07-2022,1.5
2321,Lyndon Falls,Яндекс.Музыка,2.9,Git,7.1,17-07-2022,2.0
143,John Vest,Яндекс.Музыка,2.0,PyCharm,8.0,17-07-2022,2.0
2748,Marvin Wilson,YouTube,2.6,PyCharm,7.4,17-07-2022,1.0
348,Louise Gerber,YouTube,3.1,PyCharm,6.9,17-07-2022,0.0
2776,Max Ceasar,Twitch,3.0,PyCharm,7.0,17-07-2022,0.5
2296,Robert Bennett,Яндекс.Музыка,2.1,PgAdmin4,7.9,17-07-2022,1.5
2889,Amanda Leatham,YouTube,3.1,PgAdmin4,6.9,17-07-2022,1.5
2492,Michelle Robbins,Яндекс.Музыка,2.8,PyCharm,7.2,17-07-2022,0.5
639,Randy Balch,Яндекс.Музыка,3.1,PgAdmin4,6.9,17-07-2022,2.0
1648,David Lott,Яндекс.Музыка,2.9,Git,7.1,17-07-2022,1.0
1385,Anthony Hankerson,Twitch,7.1,PgAdmin4,2.9,17-07-2022,2.5
2394,Nellie Alexander,Яндекс.Музыка,2.6,Git,7.4,17-07-2022,1.0
621,Marvin Hansen,Twitch,2.7,Git,7.3,17-07-2022,0.5
2919,Gary Richardson,YouTube,2.6,Teams,7.4,17-07-2022,2.0
502,Anthony Wright,Яндекс.Музыка,3.9,PgAdmin4,6.1,17-07-2022,2.0
2261,Raymond Trevino,Twitch,3.2,PgAdmin4,6.8,18-07-2022,1.0
31,Sandra Cox,YouTube,2.2,Git,7.8,18-07-2022,0.5
2714,Ann Gardner,YouTube,3.9,Teams,6.1,18-07-2022,0.5
2054,Wilma Harden,YouTube,2.4,PyCharm,7.6,18-07-2022,0.5
2737,Marvin Wilson,Яндекс.Музыка,3.8,Teams,6.2,18-07-2022,1.0
1207,Thersa Willhite,Яндекс.Музыка,3.6,Teams,6.4,18-07-2022,0.5
1790,Joe Gordon,Twitch,2.2,PyCharm,7.8,18-07-2022,1.5
179,Leah Mendoza,Twitch,3.2,PgAdmin4,6.8,18-07-2022,1.5
1819,Carol Chapman,YouTube,3.3,PyCharm,6.7,18-07-2022,0.5
366,Jeffrey Crumley,Яндекс.Музыка,2.4,PgAdmin4,7.6,18-07-2022,1.0
2929,Gary Richardson,Twitch,3.9,Git,6.1,18-07-2022,1.0
868,Lacie Jennings,YouTube,2.7,PyCharm,7.3,18-07-2022,0.5
1115,Nicole Natalie,Twitch,3.1,PyCharm,6.9,18-07-2022,0.5
1993,Elinor Hill,Яндекс.Музыка,3.6,PgAdmin4,6.4,18-07-2022,1.0
2019,Ruby Dicus,YouTube,8.3,PyCharm,1.7,18-07-2022,1.0
2094,Rafael Lampe,Twitch,3.2,Teams,6.8,18-07-2022,1.0
2110,Scott Self,YouTube,3.3,PyCharm,6.7,18-07-2022,1.0
1598,Jerry Joy,Яндекс.Музыка,8.1,PgAdmin4,1.9,18-07-2022,1.0
1353,Jacob Cole,YouTube,3.4,Git,6.6,18-07-2022,0.5
1105,William Diaz,YouTube,3.8,Teams,6.2,18-07-2022,1.0
2680,George Chausse,YouTube,2.5,Git,7.5,18-07-2022,1.0
435,Ann Flanagan,YouTube,8.2,PgAdmin4,1.8,18-07-2022,0.5
2623,Larry Williamson,YouTube,8.7,PyCharm,1.3,18-07-2022,1.5
526,Kenneth Harvey,Яндекс.Музыка,3.3,Git,6.7,18-07-2022,0.5
1496,Natasha Andrews,Яндекс.Музыка,2.6,PgAdmin4,7.4,18-07-2022,0.5
969,Mary Remis,Яндекс.Музыка,3.9,Git,6.1,19-07-2022,0.0
1100,William Diaz,Twitch,3.0,PyCharm,7.0,19-07-2022,0.0
1918,Ray Zanola,Twitch,3.6,PgAdmin4,6.4,19-07-2022,1.5
1330,Steve Wolcott,Яндекс.Музыка,7.9,PgAdmin4,2.1,19-07-2022,0.5
671,Albert Ortiz,Twitch,2.6,PgAdmin4,7.4,19-07-2022,1.5
929,Carlton Peyton,Яндекс.Музыка,2.5,PgAdmin4,7.5,19-07-2022,1.0
1471,Natasha Andrews,YouTube,3.6,PyCharm,6.4,19-07-2022,0.0
1367,Jacob Cole,YouTube,8.5,Git,1.5,19-07-2022,1.5
2223,Joseph Pike,Twitch,2.3,PgAdmin4,7.7,19-07-2022,2.5
1151,Joyce Osborne,Яндекс.Музыка,2.2,Teams,7.8,19-07-2022,1.0
1661,David Herman,Яндекс.Музыка,7.6,PyCharm,2.4,19-07-2022,1.0
1296,Ralph Roache,Twitch,3.9,Git,6.1,19-07-2022,0.5
719,Louis Stater,Яндекс.Музыка,2.2,Git,7.8,19-07-2022,1.5
96,Lisa Johnston,YouTube,2.9,Git,7.1,19-07-2022,1.5
1438,Vincent Robertson,YouTube,2.8,Git,7.2,19-07-2022,2.0
1442,Lachelle Armstrong,Twitch,3.3,Git,6.7,19-07-2022,0.5
340,Louise Gerber,Яндекс.Музыка,8.5,Git,1.5,19-07-2022,0.5
2308,Robert Bennett,YouTube,3.1,Git,6.9,19-07-2022,1.5
1766,Charles Brown,Яндекс.Музыка,3.2,PgAdmin4,6.8,19-07-2022,0.5
1780,Joe Gordon,Яндекс.Музыка,3.9,PyCharm,6.1,19-07-2022,1.5
1494,Natasha Andrews,YouTube,8.7,PgAdmin4,1.3,20-07-2022,1.0
681,Albert Ortiz,Яндекс.Музыка,3.7,PyCharm,6.3,20-07-2022,2.0
2898,Amanda Leatham,YouTube,3.6,Git,6.4,20-07-2022,0.5
1737,Irene Semmes,Яндекс.Музыка,3.2,Git,6.8,20-07-2022,1.0
2821,Bruce Makela,Яндекс.Музыка,3.1,Git,6.9,20-07-2022,0.5
1979,Curtis Davis,Яндекс.Музыка,3.7,Git,6.3,20-07-2022,1.0
2018,Ruby Dicus,Яндекс.Музыка,3.2,PgAdmin4,6.8,20-07-2022,0.5
1019,Priscilla Boyd,YouTube,2.1,PyCharm,7.9,20-07-2022,1.0
1107,William Diaz,YouTube,3.7,PyCharm,6.3,20-07-2022,1.0
947,Glenda Boswell,Яндекс.Музыка,2.1,Git,7.9,20-07-2022,1.0
2126,Scott Self,Яндекс.Музыка,3.3,PyCharm,6.7,20-07-2022,1.0
1254,Tonya Rhodes,Яндекс.Музыка,3.9,Git,6.1,20-07-2022,1.0
1643,David Lott,Яндекс.Музыка,3.4,PyCharm,6.6,20-07-2022,0.5
725,Brent Degan,Twitch,2.6,PgAdmin4,7.4,20-07-2022,0.5
498,Anthony Wright,Яндекс.Музыка,3.7,Teams,6.3,20-07-2022,0.5
2925,Gary Richardson,Яндекс.Музыка,2.8,Git,7.2,20-07-2022,1.5
111,Lisa Johnston,Яндекс.Музыка,3.5,PgAdmin4,6.5,20-07-2022,0.5
1042,Emmie Jenkins,Яндекс.Музыка,3.5,Teams,6.5,20-07-2022,0.0
1386,Anthony Hankerson,Яндекс.Музыка,3.7,Teams,6.3,20-07-2022,1.0
2571,Eliz Urban,Яндекс.Музыка,6.2,PyCharm,3.8,20-07-2022,2.0
2799,Maxie Banks,YouTube,8.7,Git,1.3,21-07-2022,1.0
281,Lisa Bailes,YouTube,3.0,PgAdmin4,7.0,21-07-2022,1.5
1200,Thersa Willhite,YouTube,3.4,PyCharm,6.6,21-07-2022,1.5
822,Janel Peeler,Яндекс.Музыка,3.2,Git,6.8,21-07-2022,1.0
2419,Laura Acker,YouTube,3.5,Git,6.5,21-07-2022,0.0
1127,Nicole Natalie,YouTube,3.5,Teams,6.5,21-07-2022,1.0
1452,Lachelle Armstrong,YouTube,7.1,PyCharm,2.9,21-07-2022,0.5
231,Salvatore Ketron,YouTube,2.2,PyCharm,7.8,21-07-2022,0.5
302,David Orr,YouTube,3.7,PgAdmin4,6.3,21-07-2022,0.5
548,Dwayne Williams,Twitch,3.7,Git,6.3,21-07-2022,0.0
2775,Max Ceasar,YouTube,3.8,PyCharm,6.2,21-07-2022,1.0
1682,Dorthea Guyton,Яндекс.Музыка,2.5,PgAdmin4,7.5,21-07-2022,0.5
1930,Anna Lauer,YouTube,3.0,Teams,7.0,21-07-2022,1.5
1582,John Galvin,Twitch,3.6,Teams,6.4,21-07-2022,0.5
266,Lynne Dozier,Яндекс.Музыка,2.8,Git,7.2,21-07-2022,0.5
2960,Jay Traficante,YouTube,3.5,Git,6.5,22-07-2022,0.5
556,Dwayne Williams,YouTube,3.8,Git,6.2,22-07-2022,1.5
1097,William Diaz,Яндекс.Музыка,3.3,PgAdmin4,6.7,22-07-2022,0.5
1391,Anthony Hankerson,YouTube,2.4,Git,7.6,22-07-2022,0.5
2688,George Chausse,YouTube,3.3,Teams,6.7,22-07-2022,0.5
320,David Orr,Twitch,2.6,Git,7.4,22-07-2022,1.0
2835,Bruce Makela,YouTube,3.0,PyCharm,7.0,22-07-2022,0.0
1922,Anna Lauer,Яндекс.Музыка,2.0,Git,8.0,22-07-2022,1.5
1443,Lachelle Armstrong,Яндекс.Музыка,3.1,PgAdmin4,6.9,22-07-2022,1.0
2459,Donnie Flores,Twitch,3.9,PgAdmin4,6.1,22-07-2022,0.5
2584,Florence Smith,YouTube,3.7,Teams,6.3,22-07-2022,1.5
2158,Allison Sharkey,Twitch,3.8,PgAdmin4,6.2,22-07-2022,1.5
1012,Priscilla Boyd,Яндекс.Музыка,2.8,Teams,7.2,22-07-2022,0.5
2236,Joseph Pike,Twitch,2.1,Git,7.9,22-07-2022,1.0
278,Lisa Bailes,Twitch,3.7,Teams,6.3,22-07-2022,1.5
1660,David Herman,Twitch,2.7,PgAdmin4,7.3,22-07-2022,0.0
418,Rose Vanatta,Twitch,8.2,PgAdmin4,1.8,22-07-2022,0.5
1604,Jerry Joy,Яндекс.Музыка,2.4,Git,7.6,22-07-2022,0.5
1051,Rogelio Degeyter,YouTube,3.4,Git,6.6,22-07-2022,1.0
2368,Sarah Harwood,Яндекс.Музыка,3.6,Teams,6.4,22-07-2022,1.5
267,Lynne Dozier,Яндекс.Музыка,8.9,Teams,1.1,22-07-2022,1.0
2971,Jeanne Taylor,YouTube,3.0,Teams,7.0,22-07-2022,1.0
921,Carlton Peyton,Яндекс.Музыка,3.8,Git,6.2,22-07-2022,2.0
1309,Ralph Roache,Twitch,2.2,PyCharm,7.8,22-07-2022,0.5
2487,Kathryn Ford,Яндекс.Музыка,8.7,Teams,1.3,22-07-2022,1.0
1234,Tonya Rhodes,Яндекс.Музыка,2.3,PgAdmin4,7.7,22-07-2022,2.0
1137,Nicole Natalie,YouTube,3.5,PyCharm,6.5,22-07-2022,1.0
2649,Jimmy Williamson,Twitch,3.7,PyCharm,6.3,22-07-2022,0.0
1078,Rogelio Degeyter,YouTube,3.4,Git,6.6,23-07-2022,2.0
1998,Elinor Hill,Twitch,3.1,PgAdmin4,6.9,23-07-2022,1.0
1095,William Diaz,Twitch,3.3,PyCharm,6.7,23-07-2022,1.0
1300,Ralph Roache,Twitch,2.4,PyCharm,7.6,23-07-2022,0.5
893,Michael Cuneo,Twitch,3.6,PyCharm,6.4,23-07-2022,0.5
2356,Sarah Harwood,Twitch,6.9,PyCharm,3.1,23-07-2022,1.5
1201,Thersa Willhite,Twitch,3.6,PgAdmin4,6.4,23-07-2022,0.5
2377,Nellie Alexander,YouTube,3.5,PgAdmin4,6.5,23-07-2022,0.0
351,Louise Gerber,YouTube,2.2,Git,7.8,23-07-2022,2.5
1569,John Galvin,YouTube,3.2,Teams,6.8,23-07-2022,1.5
1159,Joyce Osborne,Яндекс.Музыка,3.9,Teams,6.1,23-07-2022,1.0
869,Lacie Jennings,YouTube,2.9,Teams,7.1,23-07-2022,0.5
2217,Barry Powell,YouTube,3.5,Teams,6.5,23-07-2022,1.0
2109,Scott Self,Яндекс.Музыка,2.1,Teams,7.9,23-07-2022,0.0
1480,Natasha Andrews,Яндекс.Музыка,2.0,PyCharm,8.0,23-07-2022,1.5
164,Leah Mendoza,Яндекс.Музыка,2.6,PyCharm,7.4,23-07-2022,0.5
2506,Michelle Robbins,Яндекс.Музыка,3.2,Teams,6.8,23-07-2022,0.5
540,Dwayne Williams,Twitch,2.1,PyCharm,7.9,23-07-2022,1.0
2468,Kathryn Ford,YouTube,2.1,Git,7.9,23-07-2022,1.5
1343,Steve Wolcott,Яндекс.Музыка,3.5,PgAdmin4,6.5,23-07-2022,0.5
1602,Jerry Joy,Twitch,2.8,PgAdmin4,7.2,23-07-2022,0.5
2150,Allison Sharkey,Twitch,3.0,Git,7.0,23-07-2022,1.0
972,Mary Remis,YouTube,3.1,Git,6.9,23-07-2022,1.0
1924,Anna Lauer,Twitch,3.0,Git,7.0,24-07-2022,1.5
2917,Gary Richardson,Яндекс.Музыка,3.4,PgAdmin4,6.6,24-07-2022,0.5
2592,Florence Smith,Twitch,2.4,PgAdmin4,7.6,24-07-2022,1.0
2941,Jay Traficante,YouTube,2.5,Teams,7.5,24-07-2022,0.5
607,Marvin Hansen,Яндекс.Музыка,3.3,PgAdmin4,6.7,24-07-2022,1.0
180,Yvette Dugas,Twitch,3.8,Teams,6.2,24-07-2022,1.5
2831,Bruce Makela,Яндекс.Музыка,3.2,PgAdmin4,6.8,24-07-2022,1.0
598,Evelyn Moran,YouTube,3.0,PyCharm,7.0,24-07-2022,2.0
2,Paul Glass,Twitch,3.3,PgAdmin4,6.7,24-07-2022,0.0
1053,Rogelio Degeyter,Яндекс.Музыка,2.0,PyCharm,8.0,24-07-2022,0.5
2524,Megan Elizondo,Twitch,3.8,Teams,6.2,24-07-2022,1.0
224,Salvatore Ketron,Яндекс.Музыка,2.5,Git,7.5,24-07-2022,1.0
446,Ann Flanagan,YouTube,2.8,Teams,7.2,24-07-2022,1.0
2234,Joseph Pike,Яндекс.Музыка,2.9,Teams,7.1,24-07-2022,1.0
486,Anthony Wright,Twitch,2.8,PgAdmin4,7.2,24-07-2022,1.0
2700,Ann Gardner,YouTube,3.2,PgAdmin4,6.8,24-07-2022,0.5
1329,Steve Wolcott,YouTube,2.3,PgAdmin4,7.7,24-07-2022,2.0
2115,Scott Self,Twitch,3.9,PyCharm,6.1,24-07-2022,0.0
240,Lynne Dozier,Twitch,3.8,PgAdmin4,6.2,24-07-2022,1.5
1140,Joyce Osborne,YouTube,2.3,PgAdmin4,7.7,25-07-2022,2.0
2844,Bruce Makela,YouTube,3.4,Teams,6.6,25-07-2022,0.5
1846,Robert Locke,YouTube,2.8,PgAdmin4,7.2,25-07-2022,1.0
2200,Barry Powell,Twitch,2.8,PyCharm,7.2,25-07-2022,0.5
2085,Rafael Lampe,YouTube,2.9,Teams,7.1,25-07-2022,0.0
233,Salvatore Ketron,Яндекс.Музыка,2.5,Teams,7.5,25-07-2022,0.5
1426,Vincent Robertson,Twitch,3.1,PyCharm,6.9,25-07-2022,0.5
1675,David Herman,Яндекс.Музыка,3.1,PyCharm,6.9,25-07-2022,2.0
2259,Raymond Trevino,Яндекс.Музыка,3.7,PgAdmin4,6.3,25-07-2022,0.0
1891,Ray Zanola,Яндекс.Музыка,3.3,PyCharm,6.7,25-07-2022,0.0
2500,Michelle Robbins,Twitch,2.5,PgAdmin4,7.5,25-07-2022,1.0
2147,Allison Sharkey,Яндекс.Музыка,3.7,Git,6.3,25-07-2022,1.0
2330,Lyndon Falls,Яндекс.Музыка,3.0,Teams,7.0,25-07-2022,1.5
477,Dorathy Lander,Яндекс.Музыка,3.0,PgAdmin4,7.0,25-07-2022,1.5
443,Ann Flanagan,Яндекс.Музыка,3.4,PgAdmin4,6.6,25-07-2022,1.5
142,John Vest,YouTube,3.6,PyCharm,6.4,25-07-2022,1.5
2029,Ruby Dicus,YouTube,7.6,PyCharm,2.4,25-07-2022,2.5
1743,Charles Brown,Twitch,3.7,Teams,6.3,25-07-2022,1.0
2660,Jimmy Williamson,Яндекс.Музыка,2.1,PyCharm,7.9,25-07-2022,1.5
901,Carlton Peyton,YouTube,2.9,Teams,7.1,25-07-2022,1.0
1698,Dorthea Guyton,Яндекс.Музыка,2.2,Teams,7.8,26-07-2022,2.0
2586,Florence Smith,Яндекс.Музыка,6.1,PyCharm,3.9,26-07-2022,1.0
594,Evelyn Moran,Яндекс.Музыка,3.0,Git,7.0,26-07-2022,0.0
2982,Jeanne Taylor,Twitch,8.2,Git,1.8,26-07-2022,0.5
809,Alice Washington,YouTube,2.8,Git,7.2,26-07-2022,0.5
1467,Lachelle Armstrong,Яндекс.Музыка,2.7,Teams,7.3,26-07-2022,0.5
66,Jerome Lawrence,YouTube,3.2,Git,6.8,26-07-2022,2.0
2336,Lyndon Falls,Яндекс.Музыка,3.1,Git,6.9,26-07-2022,0.5
565,Dwayne Williams,Яндекс.Музыка,3.0,Teams,7.0,26-07-2022,2.0
2346,Sarah Harwood,YouTube,2.0,PyCharm,8.0,26-07-2022,1.0
162,Leah Mendoza,Яндекс.Музыка,8.2,PyCharm,1.8,26-07-2022,0.5
2422,Laura Acker,Twitch,8.6,PyCharm,1.4,26-07-2022,1.5
2534,Megan Elizondo,Twitch,3.3,PgAdmin4,6.7,26-07-2022,1.0
2056,Wilma Harden,YouTube,2.9,Git,7.1,26-07-2022,2.5
1670,David Herman,Twitch,8.9,Teams,1.1,26-07-2022,1.0
1002,Priscilla Boyd,Яндекс.Музыка,3.6,Git,6.4,26-07-2022,0.5
2939,Gary Richardson,Яндекс.Музыка,3.5,Git,6.5,26-07-2022,1.0
2508,Michelle Robbins,Яндекс.Музыка,3.4,Teams,6.6,26-07-2022,2.0
1327,Steve Wolcott,YouTube,2.2,PyCharm,7.8,26-07-2022,0.5
2756,Marvin Wilson,Яндекс.Музыка,3.9,PyCharm,6.1,26-07-2022,0.5
984,Mary Remis,Яндекс.Музыка,2.9,PgAdmin4,7.1,26-07-2022,1.0
2793,Maxie Banks,YouTube,2.9,Teams,7.1,26-07-2022,0.5
941,Glenda Boswell,YouTube,3.8,PgAdmin4,6.2,26-07-2022,0.5
1108,William Diaz,Twitch,7.7,PyCharm,2.3,26-07-2022,1.5
1903,Ray Zanola,Яндекс.Музыка,8.1,Teams,1.9,26-07-2022,1.5
1286,Lois Harrington,YouTube,2.6,PgAdmin4,7.4,26-07-2022,2.0
821,Janel Peeler,YouTube,2.1,PyCharm,7.9,27-07-2022,1.0
154,Leah Mendoza,Яндекс.Музыка,2.6,PyCharm,7.4,27-07-2022,0.5
1199,Howard Barnes,Яндекс.Музыка,2.2,Git,7.8,27-07-2022,0.5
1550,Thomas Poore,Яндекс.Музыка,3.5,Teams,6.5,27-07-2022,2.0
1649,David Lott,Twitch,3.0,Teams,7.0,27-07-2022,0.5
723,Brent Degan,Яндекс.Музыка,3.4,Git,6.6,27-07-2022,1.0
1807,Carol Chapman,Twitch,2.4,PgAdmin4,7.6,27-07-2022,0.5
1390,Anthony Hankerson,Twitch,2.8,PgAdmin4,7.2,27-07-2022,0.0
1232,Tonya Rhodes,YouTube,7.6,PgAdmin4,2.4,27-07-2022,0.5
1749,Charles Brown,Twitch,2.7,PgAdmin4,7.3,27-07-2022,1.0
1574,John Galvin,Twitch,3.2,PgAdmin4,6.8,27-07-2022,0.0
1831,Robert Locke,Twitch,2.7,Git,7.3,27-07-2022,1.0
1888,Shirley Murphree,YouTube,8.1,PgAdmin4,1.9,27-07-2022,2.0
310,David Orr,Twitch,2.6,Teams,7.4,27-07-2022,2.0
2466,Kathryn Ford,Яндекс.Музыка,2.5,PyCharm,7.5,27-07-2022,0.5
2257,Raymond Trevino,YouTube,3.6,PyCharm,6.4,27-07-2022,0.5
1964,Curtis Davis,YouTube,3.5,PgAdmin4,6.5,27-07-2022,1.0
2755,Marvin Wilson,Twitch,3.2,PyCharm,6.8,27-07-2022,0.5
2888,Amanda Leatham,Яндекс.Музыка,3.9,PyCharm,6.1,27-07-2022,1.5
2086,Rafael Lampe,Twitch,2.4,PgAdmin4,7.6,27-07-2022,1.0
1214,Thersa Willhite,Twitch,2.4,PyCharm,7.6,28-07-2022,1.0
221,Salvatore Ketron,Twitch,3.0,PyCharm,7.0,28-07-2022,1.0
405,Rose Vanatta,YouTube,8.7,PgAdmin4,1.3,28-07-2022,1.5
2678,George Chausse,YouTube,2.7,Git,7.3,28-07-2022,0.0
2507,Michelle Robbins,Яндекс.Музыка,3.6,PyCharm,6.4,28-07-2022,1.5
2763,Max Ceasar,Яндекс.Музыка,2.9,Teams,7.1,28-07-2022,0.5
705,Louis Stater,Яндекс.Музыка,2.3,PgAdmin4,7.7,28-07-2022,1.5
1946,Anna Lauer,YouTube,3.2,PgAdmin4,6.8,28-07-2022,2.5
2243,Joseph Pike,Twitch,2.3,Git,7.7,28-07-2022,1.5
576,Evelyn Moran,YouTube,3.5,Teams,6.5,28-07-2022,1.5
2079,Rafael Lampe,YouTube,2.4,PgAdmin4,7.6,28-07-2022,0.5
2703,Ann Gardner,Twitch,6.2,PyCharm,3.8,28-07-2022,2.0
355,Louise Gerber,Яндекс.Музыка,2.5,PgAdmin4,7.5,28-07-2022,1.0
1827,Carol Chapman,YouTube,2.3,PgAdmin4,7.7,28-07-2022,1.5
2179,Wendy Orr,YouTube,6.9,Teams,3.1,28-07-2022,0.0
1033,Emmie Jenkins,Twitch,3.7,Git,6.3,28-07-2022,0.5
1748,Charles Brown,Twitch,2.4,PgAdmin4,7.6,28-07-2022,1.5
2025,Ruby Dicus,Яндекс.Музыка,2.3,Teams,7.7,28-07-2022,0.0
1230,Tonya Rhodes,Twitch,3.1,PgAdmin4,6.9,28-07-2022,0.5
1435,Vincent Robertson,Яндекс.Музыка,6.8,PgAdmin4,3.2,28-07-2022,1.0
1697,Dorthea Guyton,Twitch,2.2,Teams,7.8,28-07-2022,0.5
1312,Ralph Roache,Яндекс.Музыка,3.3,Teams,6.7,28-07-2022,2.0
2387,Nellie Alexander,Twitch,2.8,PgAdmin4,7.2,29-07-2022,1.0
2300,Robert Bennett,Twitch,8.7,PyCharm,1.3,29-07-2022,1.5
2576,Eliz Urban,Яндекс.Музыка,3.9,Teams,6.1,29-07-2022,1.5
1141,Joyce Osborne,Twitch,3.0,Git,7.0,29-07-2022,2.0
2653,Jimmy Williamson,Twitch,2.6,PyCharm,7.4,29-07-2022,0.5
437,Ann Flanagan,YouTube,2.7,Git,7.3,29-07-2022,2.0
490,Anthony Wright,Twitch,2.1,Teams,7.9,29-07-2022,1.0
2779,Max Ceasar,YouTube,3.1,PgAdmin4,6.9,29-07-2022,1.5
77,Jerome Lawrence,YouTube,3.2,Teams,6.8,29-07-2022,1.0
1365,Jacob Cole,YouTube,3.4,PgAdmin4,6.6,29-07-2022,1.5
2002,Elinor Hill,YouTube,6.4,Git,3.6,29-07-2022,2.0
1120,Nicole Natalie,Яндекс.Музыка,2.6,PyCharm,7.4,29-07-2022,1.0
567,Dwayne Williams,Яндекс.Музыка,6.3,PgAdmin4,3.7,29-07-2022,1.5
2681,George Chausse,Twitch,3.0,PgAdmin4,7.0,29-07-2022,1.0
262,Lynne Dozier,Twitch,2.7,PgAdmin4,7.3,29-07-2022,1.5
1486,Natasha Andrews,Яндекс.Музыка,3.1,PyCharm,6.9,29-07-2022,0.0
1326,Steve Wolcott,Яндекс.Музыка,2.3,PyCharm,7.7,29-07-2022,1.5
1530,Thomas Poore,Twitch,2.6,PgAdmin4,7.4,29-07-2022,2.0
1968,Curtis Davis,Twitch,4.0,Git,6.0,29-07-2022,0.5
2921,Gary Richardson,Twitch,2.4,Git,7.6,29-07-2022,1.0
1501,Linda Valdez,Twitch,2.4,PyCharm,7.6,30-07-2022,1.0
97,Lisa Johnston,Яндекс.Музыка,7.3,Teams,2.7,30-07-2022,2.0
17,Paul Glass,Яндекс.Музыка,7.9,PyCharm,2.1,30-07-2022,1.5
1177,Howard Barnes,YouTube,3.6,PyCharm,6.4,30-07-2022,2.0
2242,Joseph Pike,Twitch,3.2,Git,6.8,30-07-2022,0.0
1439,Vincent Robertson,YouTube,3.6,PyCharm,6.4,30-07-2022,1.5
2717,Ann Gardner,Яндекс.Музыка,4.0,PgAdmin4,6.0,30-07-2022,1.0
1995,Elinor Hill,Яндекс.Музыка,2.5,Teams,7.5,30-07-2022,0.5
2940,Jay Traficante,YouTube,3.6,PgAdmin4,6.4,30-07-2022,1.0
2042,Wilma Harden,Twitch,8.5,PyCharm,1.5,30-07-2022,0.0
1261,Lois Harrington,Twitch,8.4,Git,1.6,30-07-2022,1.5
2905,Amanda Leatham,YouTube,3.4,PyCharm,6.6,30-07-2022,0.5
828,Janel Peeler,YouTube,3.8,Teams,6.2,30-07-2022,1.0
339,Louise Gerber,YouTube,6.3,PgAdmin4,3.7,30-07-2022,0.5
296,Lisa Bailes,Twitch,2.9,PgAdmin4,7.1,30-07-2022,2.5
130,John Vest,Twitch,7.2,PyCharm,2.8,30-07-2022,0.0
434,Ann Flanagan,YouTube,2.2,PgAdmin4,7.8,30-07-2022,1.5
635,Randy Balch,Twitch,2.6,Git,7.4,30-07-2022,2.0
264,Lynne Dozier,Twitch,2.4,Teams,7.6,30-07-2022,2.5
466,Dorathy Lander,Twitch,3.0,Git,7.0,30-07-2022,0.0
2280,Robert Bennett,Яндекс.Музыка,2.2,PyCharm,7.8,30-07-2022,0.0
1618,Jerry Joy,Twitch,2.3,Git,7.7,30-07-2022,1.0
371,Jeffrey Crumley,YouTube,3.3,Git,6.7,30-07-2022,0.5
2914,Gary Richardson,Twitch,2.8,Git,7.2,31-07-2022,1.5
1818,Carol Chapman,YouTube,3.9,PgAdmin4,6.1,31-07-2022,1.0
1651,David Herman,Яндекс.Музыка,4.0,Git,6.0,31-07-2022,1.0
2819,Maxie Banks,YouTube,2.9,PgAdmin4,7.1,31-07-2022,1.0
491,Anthony Wright,Twitch,2.5,PyCharm,7.5,31-07-2022,1.5
2822,Bruce Makela,YouTube,2.3,PyCharm,7.7,31-07-2022,0.5
1221,Thersa Willhite,YouTube,3.3,Teams,6.7,31-07-2022,3.0
1247,Tonya Rhodes,Twitch,2.2,PyCharm,7.8,31-07-2022,1.5
2598,Florence Smith,YouTube,4.0,Git,6.0,31-07-2022,2.5
1416,Vincent Robertson,YouTube,2.3,Git,7.7,31-07-2022,0.5
2206,Barry Powell,Яндекс.Музыка,3.4,PyCharm,6.6,31-07-2022,1.0
41,Sandra Cox,Twitch,3.5,PgAdmin4,6.5,31-07-2022,0.0
114,Lisa Johnston,Яндекс.Музыка,3.5,PyCharm,6.5,31-07-2022,1.0
654,Randy Balch,Яндекс.Музыка,2.9,PyCharm,7.1,31-07-2022,1.0
141,John Vest,YouTube,2.3,Git,7.7,31-07-2022,1.5
713,Louis Stater,Twitch,3.3,PyCharm,6.7,31-07-2022,1.5
2026,Ruby Dicus,Яндекс.Музыка,2.6,PgAdmin4,7.4,31-07-2022,1.0
188,Yvette Dugas,Twitch,2.7,PyCharm,7.3,31-07-2022,2.0
2493,Michelle Robbins,YouTube,3.5,PgAdmin4,6.5,31-07-2022,1.0
